popularity,explicit,principal_artist_followers,acousticness,year,duration_min,energy
74,TRUE,14432107,0.437,2022,3.39555,0.647
82,FALSE,10777263,0.609,2022,2.834216667,0.491
72,FALSE,1201725,0.49,2022,4.951716667,0.384
81,FALSE,8860544,0.891,2022,3.890933333,0.317
84,FALSE,79800,0.00166,2022,2.4379,0.496
75,TRUE,828822,0.000696,2022,3.511416667,0.915
77,TRUE,25201820,0.671,2022,4.727366667,0.431
76,TRUE,35748235,0.0616,2022,3.4669,0.535
71,FALSE,451584,0.249,2022,3.120433333,0.845
71,FALSE,1976580,0.794,2022,3.02065,0.411
72,FALSE,1640705,0.622,2022,4.202766667,0.457
72,TRUE,9663100,0.00265,2022,3.34245,0.414
72,FALSE,6957293,0.0042,2022,3.447733333,0.913
77,TRUE,35748235,0.000828,2022,3.5062,0.63
72,FALSE,90231,0.0957,2022,3.584133333,0.781
71,TRUE,1976580,0.0441,2022,3.73645,0.653
82,FALSE,460926,0.204,2022,2.427783333,0.705
75,TRUE,645120,0.0595,2022,2.666783333,0.64
82,FALSE,6476935,0.131,2022,2.872366667,0.565
74,TRUE,3005249,0.262,2022,2.786433333,0.613
74,TRUE,15141845,0.414,2022,2.799616667,0.251
75,TRUE,30478452,0.269,2022,3.2,0.548
83,FALSE,7090263,0.0683,2022,2.870866667,0.793
77,FALSE,2349822,0.25,2022,2.18755,0.838
81,FALSE,2987881,0.94,2022,2.50865,0.208
71,TRUE,5344401,0.0345,2022,3.234166667,0.508
77,TRUE,4519905,0.4,2022,2.243733333,0.767
76,TRUE,55882,0.305,2022,2.0345,0.515
78,FALSE,4533469,0.577,2022,2.726883333,0.606
80,TRUE,5632524,0.0995,2022,3.197033333,0.743
74,TRUE,5798101,0.613,2022,3.333333333,0.308
72,FALSE,144100,0.126,2022,3.71865,0.488
74,TRUE,5466562,0.0838,2022,3.7,0.788
84,FALSE,49967631,0.0206,2022,2.7544,0.742
77,FALSE,957739,0.92,2022,2.2,0.0203
76,TRUE,2757589,0.0266,2022,3.190233333,0.898
77,TRUE,84618954,0.074,2022,3.4142,0.622
77,FALSE,169386,0.133,2022,3.754166667,0.672
82,FALSE,6885051,0.312,2022,5.4415,0.762
82,FALSE,9762441,0.0839,2022,4.0109,0.725
83,TRUE,73580251,0.207,2022,3.273533333,0.69
81,TRUE,73580251,0.229,2022,3.306116667,0.786
76,FALSE,607129,0.28,2022,2.286383333,0.59
71,FALSE,1976580,0.0664,2022,2.77235,0.683
83,FALSE,49967631,0.237,2022,2.889683333,0.783
78,FALSE,21109339,0.0182,2022,2.476183333,0.861
83,FALSE,398109,0.235,2022,2.82075,0.748
81,FALSE,73580251,0.59,2022,4.074066667,0.595
74,TRUE,4442468,0.303,2022,4.117983333,0.272
72,TRUE,1691567,0.155,2022,2.551766667,0.462
